acronym,color_hex_triplet,failed_facet,graph_order,id,name,parent_structure_id,st_level,structure_id_path,structure_name_facet
SuM,7FFF89,734881840,622,4669,"supramammillary nucleus, left",12911,,/4005/4006/4391/4540/4665/12911/4669/,3915103640
SuMM,7FFF89,734881840,623,4670,"supramammillary nucleus, left, medial part",4669,,/4005/4006/4391/4540/4665/12911/4669/4670/,2468244632
SuM,7FFF89,734881840,624,4683,"supramammillary nucleus, right",12911,,/4005/4006/4391/4540/4665/12911/4683/,165985106
SuMM,7FFF89,734881840,625,4684,"supramammillary nucleus, right, medial part",4683,,/4005/4006/4391/4540/4665/12911/4683/4684/,2685050070
TM,7FFF89,734881840,626,12912,tuberomammillary nucleus,4665,,/4005/4006/4391/4540/4665/12912/,2517520885
TM,7FFF89,734881840,627,4667,"tuberomammillary nucleus, left",12912,,/4005/4006/4391/4540/4665/12912/4667/,35892798
TMp,7FFF89,734881840,628,4668,"tuberomammillary nucleus, left, principle part",4667,,/4005/4006/4391/4540/4665/12912/4667/4668/,2750079161
TM,7FFF89,734881840,629,4681,"tuberomammillary nucleus, right",12912,,/4005/4006/4391/4540/4665/12912/4681/,918209948
TMp,7FFF89,734881840,630,4682,"tuberomammillary nucleus, right, principle part",4681,,/4005/4006/4391/4540/4665/12912/4681/4682/,2132089657
PrOR,7FFF8F,734881840,631,4541,preoptic region,4540,,/4005/4006/4391/4540/4541/,1303231080
PrOR,7FFF8F,734881840,632,4542,"preoptic region, left",4541,,/4005/4006/4391/4540/4541/4542/,584921431
IMH,7FFF8F,734881840,633,4553,"intermediate hypothalamic nuclei, left",4542,,/4005/4006/4391/4540/4541/4542/4553/,2676916794
IN,7FFF8F,734881840,634,4554,"intermediate nucleus, left",4553,,/4005/4006/4391/4540/4541/4542/4553/4554/,333403929
UN,7FFF8F,734881840,635,4555,"uncinate nucleus, left",4553,,/4005/4006/4391/4540/4541/4542/4553/4555/,3212062249
LPO,7FFF8F,734881840,636,4552,"lateral preoptic area, left",4542,,/4005/4006/4391/4540/4541/4542/4552/,4253037536
MPA,7FFF8F,734881840,637,4543,"medial preoptic area, left",4542,,/4005/4006/4391/4540/4541/4542/4543/,2176125539
MPO,7FFF8F,734881840,638,4544,"medial preoptic nucleus, left",4543,,/4005/4006/4391/4540/4541/4542/4543/4544/,74195713
MPOC,7FFF8F,734881840,639,4547,"medial preoptic nucleus, left, central part",4544,,/4005/4006/4391/4540/4541/4542/4543/4544/4547/,2185818970
MPOL,7FFF8F,734881840,640,4545,"medial preoptic nucleus, left, lateral part",4544,,/4005/4006/4391/4540/4541/4542/4543/4544/4545/,3409074362
MPOM,7FFF8F,734881840,641,4546,"medial preoptic nucleus, left, medial part",4544,,/4005/4006/4391/4540/4541/4542/4543/4544/4546/,1178954977
MnPO,7FFF8F,734881840,642,4548,"median preoptic nucleus, left",4543,,/4005/4006/4391/4540/4541/4542/4543/4548/,3713527566
PVpo,7FFF8F,734881840,643,4549,"periventricular nucleus of the hypothalamus, left, preoptic part",4542,,/4005/4006/4391/4540/4541/4542/4549/,2826591789
AVPV,7FFF8F,734881840,644,4550,"anteroventral periventricular nucleus, left",4549,,/4005/4006/4391/4540/4541/4542/4549/4550/,3321780544
DPV,7FFF8F,734881840,645,4551,"dorsal periventricular nucleus, left",4549,,/4005/4006/4391/4540/4541/4542/4549/4551/,1934745794
PrOR,7FFF8F,734881840,646,4556,"preoptic region, right",4541,,/4005/4006/4391/4540/4541/4556/,49603327
IMH,7FFF8F,734881840,647,4567,"intermediate hypothalamic nuclei, right",4556,,/4005/4006/4391/4540/4541/4556/4567/,826977449
IN,7FFF8F,734881840,648,4568,"intermediate nucleus, right",4567,,/4005/4006/4391/4540/4541/4556/4567/4568/,2476837902
UN,7FFF8F,734881840,649,4569,"uncinate nucleus, right",4567,,/4005/4006/4391/4540/4541/4556/4567/4569/,3050575835
LPO,7FFF8F,734881840,650,4566,"lateral preoptic area, right",4556,,/4005/4006/4391/4540/4541/4556/4566/,1462671826
MPA,7FFF8F,734881840,651,4557,"medial preoptic area, right",4556,,/4005/4006/4391/4540/4541/4556/4557/,602111601
MPO,7FFF8F,734881840,652,4558,"medial preoptic nucleus, right",4557,,/4005/4006/4391/4540/4541/4556/4557/4558/,2161813292
MPOC,7FFF8F,734881840,653,4561,"medial preoptic nucleus, right, central part",4558,,/4005/4006/4391/4540/4541/4556/4557/4558/4561/,3303935553
MPOL,7FFF8F,734881840,654,4559,"medial preoptic nucleus, right, lateral part",4558,,/4005/4006/4391/4540/4541/4556/4557/4558/4559/,2375329185
MPOM,7FFF8F,734881840,655,4560,"medial preoptic nucleus, right, medial part",4558,,/4005/4006/4391/4540/4541/4556/4557/4558/4560/,2298875470
MnPO,7FFF8F,734881840,656,4562,"median preoptic nucleus, right",4557,,/4005/4006/4391/4540/4541/4556/4557/4562/,280789361
PVpo,7FFF8F,734881840,657,4563,"periventricular nucleus of the hypothalamus, right, preoptic part",4556,,/4005/4006/4391/4540/4541/4556/4563/,1324472836
AVPV,7FFF8F,734881840,658,4564,"anteroventral periventricular nucleus, right",4563,,/4005/4006/4391/4540/4541/4556/4563/4564/,2176861264
DPV,7FFF8F,734881840,659,4565,"dorsal periventricular nucleus, right",4563,,/4005/4006/4391/4540/4541/4556/4563/4565/,2193623525
TubR,7FFF97,734881840,660,4633,tuberal region,4540,,/4005/4006/4391/4540/4633/,800349724
Pit,7FFF97,734881840,661,4634,pituitary body,4633,,/4005/4006/4391/4540/4633/4634/,3934266857
ARH,7FFF97,734881840,662,12913,arcuate nucleus of the hypothalamus,4633,,/4005/4006/4391/4540/4633/12913/,3757653118
ARH,7FFF97,734881840,663,4644,"arcuate nucleus of the hypothalamus, left",12913,,/4005/4006/4391/4540/4633/12913/4644/,1930191240
ArcD,7FFF97,734881840,664,4645,"arcuate nucleus of the hypothalamus, left, dorsal part",4644,,/4005/4006/4391/4540/4633/12913/4644/4645/,2808994556
ArcL,7FFF97,734881840,665,4646,"arcuate nucleus of the hypothalamus, left, lateral part",4644,,/4005/4006/4391/4540/4633/12913/4644/4646/,3297593216
ArcM,7FFF97,734881840,666,4647,"arcuate nucleus of the hypothalamus, left, medial part",4644,,/4005/4006/4391/4540/4633/12913/4644/4647/,4188234408
ARH,7FFF97,734881840,667,4659,"arcuate nucleus of the hypothalamus, right",12913,,/4005/4006/4391/4540/4633/12913/4659/,348781802
ArcD,7FFF97,734881840,668,4660,"arcuate nucleus of the hypothalamus, right, dorsal part",4659,,/4005/4006/4391/4540/4633/12913/4659/4660/,3631720736
ArcL,7FFF97,734881840,669,4661,"arcuate nucleus of the hypothalamus, right, lateral part",4659,,/4005/4006/4391/4540/4633/12913/4659/4661/,1268237068
ArcM,7FFF97,734881840,670,4662,"arcuate nucleus of the hypothalamus, right, medial part",4659,,/4005/4006/4391/4540/4633/12913/4659/4662/,2260275572
DMH,7FFF97,734881840,671,12914,dorsomedial hypothalamic nucleus,4633,,/4005/4006/4391/4540/4633/12914/,3667390158
DMH,7FFF97,734881840,672,4641,"dorsomedial hypothalamic nucleus, left",12914,,/4005/4006/4391/4540/4633/12914/4641/,1203837983
DMC,7FFF97,734881840,673,4642,"dorsomedial hypothalamic nucleus, left, compact part",4641,,/4005/4006/4391/4540/4633/12914/4641/4642/,2025946408
DMD,7FFF97,734881840,674,4643,"dorsomedial hypothalamic nucleus, left, diffuse part",4641,,/4005/4006/4391/4540/4633/12914/4641/4643/,2490625225
DMH,7FFF97,734881840,675,4656,"dorsomedial hypothalamic nucleus, right",12914,,/4005/4006/4391/4540/4633/12914/4656/,2056664944
DMC,7FFF97,734881840,676,4657,"dorsomedial hypothalamic nucleus, right, compact part",4656,,/4005/4006/4391/4540/4633/12914/4656/4657/,1562511161
DMD,7FFF97,734881840,677,4658,"dorsomedial hypothalamic nucleus, right, diffuse part",4656,,/4005/4006/4391/4540/4633/12914/4656/4658/,2979043032
LHT,7FFF97,734881840,678,13007,"lateral hypothalamic area, tuberal region",4633,,/4005/4006/4391/4540/4633/13007/,3272010070
LHT,7FFF97,734881840,679,13008,"lateral hypothalamic area, tuberal region, left",13007,,/4005/4006/4391/4540/4633/13007/13008/,316623391
LHT,7FFF97,734881840,680,13009,"lateral hypothalamic area, tuberal region, right",13007,,/4005/4006/4391/4540/4633/13007/13009/,2059610406
LTu,7FFF97,734881840,681,12915,lateral tuberal nucleus,4633,,/4005/4006/4391/4540/4633/12915/,4138470871
LTu,7FFF97,734881840,682,10151,"lateral tuberal nucleus, left",12915,,/4005/4006/4391/4540/4633/12915/10151/,437334631
LTu,7FFF97,734881840,683,10152,"lateral tuberal nucleus, right",12915,,/4005/4006/4391/4540/4633/12915/10152/,605363792
ME,7FFF97,734881840,684,12916,median eminence,4633,,/4005/4006/4391/4540/4633/12916/,2156106857
ME,7FFF97,734881840,685,4649,"median eminence, left",12916,,/4005/4006/4391/4540/4633/12916/4649/,1324002953
ME,7FFF97,734881840,686,4664,"median eminence, right",12916,,/4005/4006/4391/4540/4633/12916/4664/,1676880563
PeF,7FFF97,734881840,687,12917,perifornical nucleus,4633,,/4005/4006/4391/4540/4633/12917/,857320234
PeF,7FFF97,734881840,688,4648,"perifornical nucleus, left",12917,,/4005/4006/4391/4540/4633/12917/4648/,4055021717
PeF,7FFF97,734881840,689,4663,"perifornical nucleus, right",12917,,/4005/4006/4391/4540/4633/12917/4663/,2001546986
PVt,7FFF97,734881840,690,12918,"periventricular nucleus of the hypothalamus, tuberal part",4633,,/4005/4006/4391/4540/4633/12918/,795478209
PVt,7FFF97,734881840,691,4636,"periventricular nucleus of the hypothalamus, tuberal part, left",12918,,/4005/4006/4391/4540/4633/12918/4636/,3590382580
PVt,7FFF97,734881840,692,4651,"periventricular nucleus of the hypothalamus, tuberal part, right",12918,,/4005/4006/4391/4540/4633/12918/4651/,1306512767
VMH,7FFF97,734881840,693,12919,ventromedial hypothalamic nucleus,4633,,/4005/4006/4391/4540/4633/12919/,2052365686
VMH,7FFF97,734881840,694,4637,"ventromedial hypothalamic nucleus, left",12919,,/4005/4006/4391/4540/4633/12919/4637/,2997488528
VMHd,7FFF97,734881840,695,4639,"ventromedial hypothalamic nucleus, left, dorsal part",4637,,/4005/4006/4391/4540/4633/12919/4637/4639/,96026294
VMHc,7FFF97,734881840,696,4640,"ventromedial hypothalamic nucleus, left, central part",4637,,/4005/4006/4391/4540/4633/12919/4637/4640/,459051018
VMHv,7FFF97,734881840,697,4638,"ventromedial hypothalamic nucleus, left, ventral part",4637,,/4005/4006/4391/4540/4633/12919/4637/4638/,2414283494
VMH,7FFF97,734881840,698,4652,"ventromedial hypothalamic nucleus, right",12919,,/4005/4006/4391/4540/4633/12919/4652/,124043990
VMHd,7FFF97,734881840,699,4654,"ventromedial hypothalamic nucleus, right, dorsal part",4652,,/4005/4006/4391/4540/4633/12919/4652/4654/,1323095370
VMHc,7FFF97,734881840,700,4655,"ventromedial hypothalamic nucleus, right, central part",4652,,/4005/4006/4391/4540/4633/12919/4652/4655/,2937867222
VMHv,7FFF97,734881840,701,4653,"ventromedial hypothalamic nucleus, right, ventral part",4652,,/4005/4006/4391/4540/4633/12919/4652/4653/,1000853818
SbT,92FF5D,734881840,702,4517,subthalamus,4391,,/4005/4006/4391/4517/,961207451
Sb,92FF5D,734881840,703,4518,"subthalamic nucleus, left",4517,,/4005/4006/4391/4517/4518/,2251386281
Sb,92FF5D,734881840,704,4519,"subthalamic nucleus, right",4517,,/4005/4006/4391/4517/4519/,1482019256
TH,C6F359,734881840,705,4392,thalamus,4391,,/4005/4006/4391/4392/,853172498
DT,A9E855,734881840,706,4393,dorsal thalamus,4392,,/4005/4006/4391/4392/4393/,3274445741
DTA,A9E855,734881840,707,12920,anterior group of nuclei,4393,,/4005/4006/4391/4392/4393/12920/,2755726747
DTA,A9E855,734881840,708,4395,"anterior group of nuclei, left",12920,,/4005/4006/4391/4392/4393/12920/4395/,698784587
AD,A9E855,734881840,709,4398,"anterodorsal nucleus of the thalamus, left",4395,,/4005/4006/4391/4392/4393/12920/4395/4398/,3435365489
AM,A9E855,734881840,710,4396,"anteromedial nucleus of the thalamus, left",4395,,/4005/4006/4391/4392/4393/12920/4395/4396/,2171286916
AV,A9E855,734881840,711,4397,"anteroventral nucleus of the thalamus, left",4395,,/4005/4006/4391/4392/4393/12920/4395/4397/,2127205627
LD,A9E855,734881840,712,4399,"lateral dorsal nucleus of the thalamus, left",4395,,/4005/4006/4391/4392/4393/12920/4395/4399/,1212024714
DTA,A9E855,734881840,713,4450,"anterior group of nuclei, right",12920,,/4005/4006/4391/4392/4393/12920/4450/,385795354
AD,A9E855,734881840,714,4453,"anterodorsal nucleus of the thalamus, right",4450,,/4005/4006/4391/4392/4393/12920/4450/4453/,3491199415
AM,A9E855,734881840,715,4451,"anteromedial nucleus of the thalamus, right",4450,,/4005/4006/4391/4392/4393/12920/4450/4451/,495835029
AV,A9E855,734881840,716,4452,"anteroventral nucleus of the thalamus, right",4450,,/4005/4006/4391/4392/4393/12920/4450/4452/,3720878745
LD,A9E855,734881840,717,4454,"lateral dorsal nucleus of the thalamus, right",4450,,/4005/4006/4391/4392/4393/12920/4450/4454/,4210864032
ILc,A9E855,734881840,718,12921,caudal group of intralaminar nuclei,4393,,/4005/4006/4391/4392/4393/12921/,464612195
ILc,A9E855,734881840,719,4437,"caudal group of intralaminar nuclei, left",12921,,/4005/4006/4391/4392/4393/12921/4437/,2389781848
CM,A9E855,734881840,720,4438,"centre median nucleus of the thalamus, left",4437,,/4005/4006/4391/4392/4393/12921/4437/4438/,4080029937
pf,A9E855,734881840,721,4439,"parafascicular nucleus of the thalamus, left",4437,,/4005/4006/4391/4392/4393/12921/4437/4439/,273398198
ILc,A9E855,734881840,722,4492,"caudal group of intralaminar nuclei, right",12921,,/4005/4006/4391/4392/4393/12921/4492/,2464633714
CM,A9E855,734881840,723,4493,"centre median nucleus of the thalamus, right",4492,,/4005/4006/4391/4392/4393/12921/4492/4493/,1032849731
pf,A9E855,734881840,724,4494,"parafascicular nucleus of the thalamus, right",4492,,/4005/4006/4391/4392/4393/12921/4492/4494/,3586893465
LGd,A9E855,734881840,725,12922,dorsal lateral geneiculate nucleus,4393,,/4005/4006/4391/4392/4393/12922/,1904858207
LGd,A9E855,734881840,726,4440,"dorsal lateral geniculate nucleus, left",12922,,/4005/4006/4391/4392/4393/12922/4440/,3668915003
LGdm,A9E855,734881840,727,4441,"dorsal lateral geniculate nucleus, left, magnocellular layers",4440,,/4005/4006/4391/4392/4393/12922/4440/4441/,3717049075
LGdp,A9E855,734881840,728,4442,"dorsal lateral geniculate nucleus, left, parvocellular layers",4440,,/4005/4006/4391/4392/4393/12922/4440/4442/,2952981607
LGds,A9E855,734881840,729,4443,"dorsal lateral geniculate nucleus, left, s and intercalated layers",4440,,/4005/4006/4391/4392/4393/12922/4440/4443/,3272202647
LGd,A9E855,734881840,730,4495,"dorsal lateral geniculate nucleus, right",12922,,/4005/4006/4391/4392/4393/12922/4495/,1174977934
LGdm,A9E855,734881840,731,4496,"dorsal lateral geniculate nucleus, right, magnocellular layers",4495,,/4005/4006/4391/4392/4393/12922/4495/4496/,3761115364
LGdp,A9E855,734881840,732,4497,"dorsal lateral geniculate nucleus, right, parvocellular layers",4495,,/4005/4006/4391/4392/4393/12922/4495/4497/,2376160880
LGds,A9E855,734881840,733,4498,"dorsal lateral geniculate nucleus, right, s and intercalated layers",4495,,/4005/4006/4391/4392/4393/12922/4495/4498/,3536885628
DTL,A9E855,734881840,734,12923,lateral group of nuclei,4393,,/4005/4006/4391/4392/4393/12923/,11969535
DTLd,A9E855,734881840,735,12924,"lateral group of nuclei, dorsal division",12923,,/4005/4006/4391/4392/4393/12923/12924/,2301851530
DTLd,A9E855,734881840,736,4409,"lateral group of nuclei, left, dorsal division",12924,,/4005/4006/4391/4392/4393/12923/12924/4409/,2614391718
LP,A9E855,734881840,737,4410,"lateral posterior nucleus of the thalamus, left",4409,,/4005/4006/4391/4392/4393/12923/12924/4409/4410/,996733671
Pla,A9E855,734881840,738,4411,"anterior nucleus of the pulvinar, left",4409,,/4005/4006/4391/4392/4393/12923/12924/4409/4411/,2904002362
Pli,A9E855,734881840,739,4414,"inferior nucleus of the pulvinar, left",4409,,/4005/4006/4391/4392/4393/12923/12924/4409/4414/,178763931
Plil,A9E855,734881840,740,4415,"inferior nucleus of the pulvinar, left, lateral division",4414,,/4005/4006/4391/4392/4393/12923/12924/4409/4414/4415/,567276677
Plim,A9E855,734881840,741,4416,"inferior nucleus of the pulvinar, left, medial division",4414,,/4005/4006/4391/4392/4393/12923/12924/4409/4414/4416/,1275346234
Pll,A9E855,734881840,742,4413,"lateral nucleus of the pulvinar, left",4409,,/4005/4006/4391/4392/4393/12923/12924/4409/4413/,2686788363
Plm,A9E855,734881840,743,4412,"medial nucleus of the pulvinar, left",4409,,/4005/4006/4391/4392/4393/12923/12924/4409/4412/,3378512070
DTLd,A9E855,734881840,744,4464,"lateral group of nuclei, right, dorsal division",12924,,/4005/4006/4391/4392/4393/12923/12924/4464/,1723371165
LP,A9E855,734881840,745,4465,"lateral posterior nucleus of the thalamus, right",4464,,/4005/4006/4391/4392/4393/12923/12924/4464/4465/,3381454000
Pla,A9E855,734881840,746,4466,"anterior nucleus of the pulvinar, right",4464,,/4005/4006/4391/4392/4393/12923/12924/4464/4466/,829961636
Pli,A9E855,734881840,747,4469,"inferior nucleus of the pulvinar, right",4464,,/4005/4006/4391/4392/4393/12923/12924/4464/4469/,2416842477
Plil,A9E855,734881840,748,4470,"inferior nucleus of the pulvinar, right, lateral division",4469,,/4005/4006/4391/4392/4393/12923/12924/4464/4469/4470/,3364050809
Plim,A9E855,734881840,749,4471,"inferior nucleus of the pulvinar, right, medial division",4469,,/4005/4006/4391/4392/4393/12923/12924/4464/4469/4471/,1661137980
Pll,A9E855,734881840,750,4468,"lateral nucleus of the pulvinar, right",4464,,/4005/4006/4391/4392/4393/12923/12924/4464/4468/,1621821234
Plm,A9E855,734881840,751,4467,"medial nucleus of the pulvinar, right",4464,,/4005/4006/4391/4392/4393/12923/12924/4464/4467/,2232941596
DTLv,A9E855,734881840,752,12925,"lateral group of nuclei, ventral division",12923,,/4005/4006/4391/4392/4393/12923/12925/,97242324
DTLv,A9E855,734881840,753,4417,"lateral group of nuclei, left, ventral division",12925,,/4005/4006/4391/4392/4393/12923/12925/4417/,922830643
VMb,A9E855,734881840,754,4427,"basal ventral medial nucleus of the thalamus, left",4417,,/4005/4006/4391/4392/4393/12923/12925/4417/4427/,3729685224
VA,A9E855,734881840,755,4418,"ventral anterior nucleus of the thalamus, left",4417,,/4005/4006/4391/4392/4393/12923/12925/4417/4418/,1010938307
VAmc,A9E855,734881840,756,4420,"ventral anterior nucleus of the thalamus, left, magnocellular division",4418,,/4005/4006/4391/4392/4393/12923/12925/4417/4418/4420/,3262867616
VAp,A9E855,734881840,757,4419,"ventral anterior nucleus of the thalamus, left, principal division",4418,,/4005/4006/4391/4392/4393/12923/12925/4417/4418/4419/,1383687571
VLa,A9E855,734881840,758,4422,"ventral lateral anterior nucleus of the thalamus, left",4417,,/4005/4006/4391/4392/4393/12923/12925/4417/4422/,2213390770
VLp,A9E855,734881840,759,4423,"ventral lateral posterior nucleus of the thalamus, left",4417,,/4005/4006/4391/4392/4393/12923/12925/4417/4423/,1781567388
VM,A9E855,734881840,760,4421,"ventral medial nucleus of the thalamus, left",4417,,/4005/4006/4391/4392/4393/12923/12925/4417/4421/,3801196633
